Cod_Prod;Nom_Prod;Concent;Nom_Form_Farm;Presentac;Fracción;Num_RegSan;Nom_Titular;Nom_Fabricante;Nom_IFA;Nom_Rubro;Situación
47712;LESSTAMIN®;5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;20;EE06932;CAFERMA S.A.C.;BRAWN LABORATORIES LTD - INDIA;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
50852;LESTALID-20;20 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;100;EE09022;DROGUERIA LIPHARMA S.A.C.;GLOBELA PHARMA PVT. LTD.;ATORVASTATINA DE CALCIO;ESPECIALIDAD FARMACEUTICA;ACT
49599;LET;2.5 mg;Comprimido Recubierto;Caja Envase Blister Comprimido Recubierto;30;EE06132;EUROFARMA PERU S.A.C.;EUROFARMA LABORATORIOS S.A.;LETROZOL;ESPECIALIDAD FARMACEUTICA;ACT
45159;LETIVCE;1000 mg;Tableta Recubierta;Caja Envase Blister Tabletas Recubiertas;30;EE05105;CAFERMA S.A.C.;INTAS PHARMACEUTICALS LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
58591;LETIVCE;500 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;30;EE13180;CAFERMA S.A.C.;INTAS PHARMACEUTICALS LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
58342;LETIZIA;2.5 mg/ 5 mL;Solución Oral;Caja Frasco x 60 mL;1;EN01357;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;DESLORATADINA;ESPECIALIDAD FARMACEUTICA;ACT
41506;LETIZIA;5 mg;Tableta Recubierta;Caja Envase Blister Tabletas;10;EN03632;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;DESLORATADINA;ESPECIALIDAD FARMACEUTICA;ACT
39636;LETIZIA;2.5 mg/ 5 mL;Jarabe;Caja Frasco X 60 mL;1;EN01357;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;DESLORATADINA;ESPECIALIDAD FARMACEUTICA;ACT
58674;LETRAFEM;2.5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EE11178;PEREDA DISTRIBUIDORES S.R.L.;BETA DRUGS LTD.;LETROZOL;ESPECIALIDAD FARMACEUTICA;ACT
42292;LETROL 2.5;2.5 mg;Tableta;Caja Envase Blister Tabletas;30;EE04370;ACCORD HEALTHCARE S.A.C.;INTAS PHARMACEUTICALS LIMITED;LETROZOL;ESPECIALIDAD FARMACEUTICA;ACT
51390;LETROVITAE;2.5 mg;Comprimido Recubierto;Caja Envase Blister Comprimido Recubierto;30;EE07374;GALENICUM VITAE PERU S.A.C.;SAG MANUFACTURING S.L.U.;LETROZOL;ESPECIALIDAD FARMACEUTICA;ACT
57913;LETROX;2.5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;28;EE11743;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LETROZOL;ESPECIALIDAD FARMACEUTICA;ACT
57914;LETROX;2.5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;98;EE11743;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LETROZOL;ESPECIALIDAD FARMACEUTICA;ACT
54668;LETROZOL;2.5 mg;COMPRIMIDO RECUBIERTO CON PELICULA;Caja Envase Blíster Comprimido Recubierto Con Película;30;EE10512;SOLTON PHARMA S.A.C.;KERN PHARMA, S.L;LETROZOL;ESPECIALIDAD FARMACEUTICA;ACT
48546;LETZOLE;2.5 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;30;EE05207;SEVEN PHARMA S.A.C.;HETERO LABS LIMITED;LETROZOL;ESPECIALIDAD FARMACEUTICA;ACT
59156;LEUCEPHARM ®;400 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;10;EE10523;OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.;GLOBELA PHARMA PVT. LTD.;MESILATO DE IMATINIB;ESPECIALIDAD FARMACEUTICA;ACT
56530;LEUFLUALIV;20 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;30;EN08875;LABORATORIOS PORTUGAL S.R.L.;LABORATORIOS PORTUGAL S.R.L.;LEFLUNOMIDA;ESPECIALIDAD FARMACEUTICA;ACT
44790;LEUKOCEL 500;500 mg;Cápsula;Caja Envase Blíster Cápsulas;100;EE05536;SEVEN PHARMA S.A.C.;CELON LABORATORIES PRIVATE LIMITED;HIDROXIUREA;ESPECIALIDAD FARMACEUTICA;ACT
45622;LEUNIB;50 mg;Comprimido Recubierto;Caja Frasco Comprimidos Recubiertos;1;EE05750;GADORPHARMA S.A.C.;LABORATORIO VARIFARMA S.A.;DASATINIB;ESPECIALIDAD FARMACEUTICA;ACT
45623;LEUNIB;70 mg;Comprimido Recubierto;Caja Frasco X 60 Comprimidos Recubiertos;1;EE05749;GADORPHARMA S.A.C.;LABORATORIO VARIFARMA S.A.;DASATINIB;ESPECIALIDAD FARMACEUTICA;ACT
58538;LEUNIB;70 mg;Comprimido Recubierto;Caja Frasco X 60 Comprimidos Recubiertos;1;EE05749;VARIFARMA PERU S.A.C.;LABORATORIO VARIFARMA S.A.;DASATINIB;ESPECIALIDAD FARMACEUTICA;ACT
43522;LEUPRORELINA ACETATO;3.75 mg;Polvo para Solución Inyectable;Caja Vial + Jeringa prellenada x 2 mL Solvente;1;EE03209;GP PHARM S.A.;GP PHARM S.A.;LEUPRORELINA ACETATO;ESPECIALIDAD FARMACEUTICA;ACT
55971;LEVALER;2.5 mg/ 5 mL;Jarabe;Caja Frasco x 120 mL;1;EE03548;UNIMED DEL PERU S.A.;PROCAPS S.A.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
54768;LEVALER;5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EE09770;UNIMED DEL PERU S.A.;PROCAPS S.A.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
43515;LEVANFIL;20 mg;Tableta Recubierta;Caja Envase Blister Tabletas;4;EN04067;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;TADALAFILO;ESPECIALIDAD FARMACEUTICA;ACT
43516;LEVANFIL;20 mg;Tableta Recubierta;Caja Envase Blister Tableta;1;EN04067;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;TADALAFILO;ESPECIALIDAD FARMACEUTICA;ACT
43517;LEVANFIL;5 mg;Tableta Recubierta;Caja Envase Blister Tabletas;30;EN04066;INSTITUTO QUIMIOTERAPICO S.A. - IQFARMA;INSTITUTO QUIMIOTERAPICO S.A.;TADALAFILO;ESPECIALIDAD FARMACEUTICA;ACT
56721;LEVAXAK;1 mg + 5 mg/ mL;Solución Oftálmica;Caja Frasco Gotero x 2.5 mL;1;EN03800;MEDIFARMA S.A.;MEDIFARMA S.A.;DEXAMETASONA FOSFATO SODICO + LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
56743;LEVAXAK;1 mg + 5 mg/ mL;Solución Oftálmica;Caja Frasco Gotero x 5 mL;1;EN03800;MEDIFARMA S.A.;MEDIFARMA S.A.;DEXAMETASONA FOSFATO SODICO + LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
57720;LEVEMED;100 mg/ mL;Solución Oral;Caja Frasco x 300 mL;1;EE12292;GRUPO KMEDIC E.I.R.L.;LINCOLN PHARMACEUTICALS LTD. INDIA;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
39866;LEVEMIR FLEXPEN;100 U/ mL;Solución Inyectable;Caja Cartucho x 3 mL;1;BE00419;QUIMICA SUIZA S.A.C.;NOVO NORDISK A/S;INSULINA DETEMIR;PRODUCTO DE ORIGEN BIOLOGICO;ACT
33061;LEVEMIR FLEXPEN;100 U/ mL;Solución Inyectable;Cartucho X 3 mL;5;BE00419;QUIMICA SUIZA S.A.C.;NOVO NORDISK A/S;INSULINA DETEMIR;PRODUCTO DE ORIGEN BIOLOGICO;ACT
45793;LEVEMIR FLEXPEN;100 U/ mL;Solución Inyectable;Caja Cartucho x 3 mL ;1;BE00419;NOVO NORDISK PERU S.A.C.;NOVO NORDISK A/S;INSULINA DETEMIR;PRODUCTO DE ORIGEN BIOLOGICO;ACT
54581;LEVESIALLE® DIARIO;0.10 mg/ 0.02 mg;Comprimido Recubierto;Caja Envase Blíster x 28 Comprimido Recubierto;1;EE10582;EXELTIS PERU S.A.C.;LABORATORIOS LEON FARMA S.A.;ETINILESTRADIOL + LEVONORGESTREL;ESPECIALIDAD FARMACEUTICA;ACT
57521;LEVETIRACETAM;100 mg/ mL;Solución Oral;Caja Frasco x 300 mL + Accesorio;1;EE12178;OQCORP SOCIEDAD ANONIMA CERRADA - OQCORP S.A.C.;UMAVIDA PHARMA PRIVATE LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
56385;LEVETIRACETAM;1000 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;30;EE01538;GENFAR DEL PERU S.A.C.;SANOFI - AVENTIS DE COLOMBIA S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
56386;LEVETIRACETAM;500 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;30;EE04675;GENFAR DEL PERU S.A.C.;SANOFI - AVENTIS DE COLOMBIA S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
59214;LEVETIRACETAM;500 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;30;EE04675;GENFAR DEL PERU S.A.C.;GENFAR DESARROLLO Y MANUFACTURA S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
60339;LEVETIRACETAM;1000 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;30;EE01538;GENFAR DEL PERU S.A.C.;GENFAR DESARROLLO Y MANUFACTURA S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
45186;LEVETIRACETAM;1000 mg;Comprimido Recubierto;Caja Envase Blister Comprimidos Recubiertos;30;EE01538;SANOFI - AVENTIS DEL PERU S.A.;SANOFI - AVENTIS DE COLOMBIA S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
45200;LEVETIRACETAM;500 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;30;EE04675;SANOFI - AVENTIS DEL PERU S.A.;SANOFI - AVENTIS DE COLOMBIA S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
48097;LEVEVITAE;1000 mg;Comprimido Recubierto;Caja Envase Blister Comprimido Recubierto;30;EE01788;GALENICUM VITAE PERU S.A.C.;PHARMATHEN S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
47540;LEVEVITAE;500 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;30;EE01784;GALENICUM VITAE PERU S.A.C.;PHARMATHEN S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
38108;LEVEVITAE;1000 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos;10;EE01788;GALENICUM VITAE PERU S.A.C.;PHARMATHEN S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
38109;LEVEVITAE;500 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;10;EE01784;GALENICUM VITAE PERU S.A.C.;PHARMATHEN S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
60921;LEVEVITAE;500 mg;Comprimido Recubierto;Caja Envase Blíster Comprimidos Recubiertos;10;EE01784;GALENICUM HEALTH PERÚ S.A.C.;PHARMATHEN S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
61919;LEVEVITAE;100 mg/ mL;Solución Oral;Caja Frasco x 300 mL + Accesorio;1;EE10001;GALENICUM HEALTH PERÚ S.A.C.;SOFARIMEX-INDUSTRIA QUIMICA E FARMACEUTICA S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
54639;LEVEVITAE;100 mg/ mL;Solución Oral;Caja Frasco x 300 mL + Accesorio;1;EE10001;GALENICUM VITAE PERU S.A.C.;SOFARIMEX-INDUSTRIA QUIMICA E FARMACEUTICA S.A.;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
45827;LEVEXYL 1000;1000 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;30;EE05119;SEVEN PHARMA S.A.C.;HETERO LABS LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
45752;LEVEXYL 500;500 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;30;EE05120;SEVEN PHARMA S.A.C.;HETERO LABS LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
47609;LEVHOFLUR;500 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;12;EE06164;DROGUERIA INVERSIONES JPS S.A.C.;THE ACME LABORATORIES LTD.;LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
50223;LEVHOFLUR;500 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;100;EE06164;DROGUERIA INVERSIONES JPS S.A.C.;THE ACME LABORATORIES LTD.;LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
59365;LEVIOSA;1 mg/ mL + 5 mg/ mL;Solución Oftálmica;Caja Frasco Gotero x 5 mL;1;EE11778;OPTITECH S.A.C.;TUBILUX PHARMA S.P.A. - ITALIA;DEXAMETASONA FOSFATO SODICO + LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
53446;LEVIPIL 1000;1000 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;10;EE09751;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMA LABORATORIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
53447;LEVIPIL 1000;1000 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;30;EE09751;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMA LABORATORIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
53448;LEVIPIL 1000;1000 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;60;EE09751;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMA LABORATORIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
53443;LEVIPIL 500;500 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;10;EE09463;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMA LABORATORIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
53444;LEVIPIL 500;500 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;30;EE09463;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMA LABORATORIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
53445;LEVIPIL 500;500 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;60;EE09463;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMA LABORATORIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
57920;LEVIPIL XR;1500 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;30;EE11663;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
57921;LEVIPIL XR;1500 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;10;EE11663;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
57922;LEVIPIL XR;1500 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;60;EE11663;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
57923;LEVIPIL XR;1000 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;60;EE11265;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
57924;LEVIPIL XR;1000 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;30;EE11265;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
57871;LEVIPIL XR;500 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;30;EE11061;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
57872;LEVIPIL XR;500 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;60;EE11061;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
57873;LEVIPIL XR;750 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;30;EE11196;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
57874;LEVIPIL XR;750 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;60;EE11196;SUN PHARMACEUTICAL INDUSTRIES S.A.C.;SUN PHARMACEUTICAL INDUSTRIES LIMITED;LEVETIRACETAM;ESPECIALIDAD FARMACEUTICA;ACT
54449;LEVITOR;5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EE09849;PHARMA C  S.A.C.;SALUD CARE (I) PVT. LTD;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
55527;LEVO DEL;5 mg;Tableta Recubierta;Caja Envase Folio Tableta Recubierta;30;EN03323;LABORATORIOS DELFARMA S.A.C.;LABORATORIOS DELFARMA S.A.C.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
41374;LEVO DEL;5 mg;Tableta Recubierta;Caja Envase Folio Tableta Recubierta;100;EN03323;LABORATORIOS DELFARMA S.A.C.;LABORATORIOS DELFARMA S.A.C.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
58308;LEVO LUXERGIA;5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EE12020;LUXOR PHARMACEUTICAL S.A.C.;LINCOLN PHARMACEUTICALS LTD. INDIA;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
49470;LEVO LUXERGIA®;5 mg;Tableta Recubierta;Caja Envase Blister Tabletas Recubierta;100;EN00065;LUXOR PHARMACEUTICAL S.A.C.;LABORATORIOS INDUQUIMICA S.A.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
44843;LEVO NOALERGYM;2.5 mg/ 5 mL;Jarabe;Caja Frasco x 100 mL;1;EN05788;LABORATORIO FARMACEUTICO MEDICAL S.A. - LAFARMED;LABORATORIOS PORTUGAL S.R.L.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
56487;LEVOALERLID;2.5 mg/ 5 mL;Solución Oral;Caja Frasco x 100 mL + Accesorio;1;EN09117;LIDER PHARMA S.A.;LABORATORIOS PORTUGAL S.R.L.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
50741;LEVOALETRIZ;5 mg;Tableta Recubierta;"Caja Envase Blister Tabletas	Recubierta";100;EN02414;LABORATORIOS LECLERC DEL PERU SOCIEDAD ANONIMA CERRADA;LABORATORIOS PORTUGAL S.R.L.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
43779;LEVOALETRIZ;5 mg;Tableta Recubierta;Caja Envase Blister Tabletas;100;EN02414;LABORATORIOS LECLERC DEL PERU SOCIEDAD ANONIMA CERRADA;LABORATORIOS NATURALES Y GENERICOS S.A.C. - NATURGEN;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
48987;LEVOALLERGY;5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta ;100;EE05172;SHERFARMA S.A.C.;IND-SWIFT LIMITED;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
47462;LEVOBACT;500 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;7;EN02888;SHERFARMA S.A.C.;LABORATORIOS PORTUGAL S.R.L.;LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
57814;LEVOBACT;500 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;7;EE12211;SHERFARMA S.A.C.;XL LABORATORIES PVT. LTD.;LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
59333;LEVOBIOCIT;500 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;10;EN00627;LABORATORIO FARMACEUTICO MEDICAL S.A. - LAFARMED;LABORATORIOS PORTUGAL S.R.L.;LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
47078;LEVOBIOCIT;500 mg;Tableta Recubierta;Caja Envase Blíster Tabletas Recubiertas;10;EN00627;LABORATORIO FARMACEUTICO MEDICAL S.A. - LAFARMED;LABORATORIOS NATURALES Y GENERICOS S.A.C.;LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
51298;LEVOBIOTECH;500 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;10;EE06647;FARMACEUTICA BIOTECH SOCIEDAD ANONIMA CERRADA - BIOTECH S.A.C.;AXELIA;LEVOFLOXACINO;ESPECIALIDAD FARMACEUTICA;ACT
40532;LEVOBIOTIC;500 mg;Tableta Recubierta;Caja Envase Blister Tabletas;10;EN00627;LABORATORIO FARMACEUTICO MEDICAL S.A. - LAFARMED;LABORATORIOS NATURALES Y GENERICOS S.A.C.;LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
54170;LEVOBUPIVACAINA;7.5 mg/ mL;Solución Inyectable Para Perfusión;Caja Ampolla x 10 mL;5;EE08566;FRESENIUS KABI PERU S.A.;FRESENIUS KABI NORGE AS - NORUEGA;CLORHIDRATO DE LEVOBUPIVACAINA;ESPECIALIDAD FARMACEUTICA;ACT
37757;LEVOCAINE S.P.;0.5 %;Solución Inyectable;Caja Vial x 20 mL;1;EN02753;MEDIFARMA S.A.;MEDIFARMA S.A.;CLORHIDRATO DE LEVOBUPIVACAINA;ESPECIALIDAD FARMACEUTICA;ACT
52101;LEVOCARE;500 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EE07068;NORDIC PHARMACEUTICAL COMPANY S.A.C.;SUNRISE INTERNATIONAL LABS LTD,;LEVOFLOXACINO CLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
52048;LEVOCARE;500 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;10;EE07068;NORDIC PHARMACEUTICAL COMPANY S.A.C.;SUNRISE INTERNATIONAL LABS LTD,;LEVOFLOXACINO HEMIHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
51770;LEVOCEFAR;2.5 mg/ 5 mL;Solución Oral;Caja Frasco x 60 mL + Accesorio;1;EN08416;LABORATORIOS FARMASUR S.A.C.;LABORATORIOS FARMASUR S.A.C.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
50546;LEVOCELIP-5;5 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;30;EE08770;DROGUERIA LIPHARMA S.A.C.;LINCOLN PHARMACEUTICALS LTD. INDIA;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
46628;LEVOCELIS-5;5 mg;Tableta Recubierta;Caja Envase Blister Tabletas Recubiertas;30;EE06852;DROGUERIA LIPHARMA S.A.C.;SAGA LABORATORIES;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
37358;LEVOCERT;5 mg;Tableta Recubierta;Caja Envase Blister Tableta Recubierta;100;EN01905;MEDIFARMA S.A.;MEDIFARMA S.A.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
43849;LEVOCERT;5 mg/ mL;Solución Oral;Caja Frasco gotero x 15 mL;1;EN03928;MEDIFARMA S.A.;MEDIFARMA S.A.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
40837;LEVOCERT D;2.5 mg + 120 mg;Cápsula;Caja Envase Blister Cápsulas;100;EN05111;MEDIFARMA S.A.;MEDIFARMA S.A.;LEVOCETIRIZINA DICLORHIDRATO + CLORHIDRATO DE PSEUDOEFEDRINA;ESPECIALIDAD FARMACEUTICA;ACT
54322;LEVOCERT D;(2.5 mg + 30 g)/ 5 mL;Jarabe;Caja Frasco x 60 mL;1;EN07749;MEDIFARMA S.A.;MEDIFARMA S.A.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
56292;LEVOCERT D NF;5 mg + 120 mg;Tableta de Liberación Prolongada;Caja Envase Blíster Tableta de Liberación Prolongada;100;EN05111;MEDIFARMA S.A.;MEDIFARMA S.A.;CETIRIZINA CLORHIDRATO + CLORHIDRATO DE PSEUDOEFEDRINA;ESPECIALIDAD FARMACEUTICA;ACT
55632;LEVOCETIRIZINA;5 mg;Tableta Recubierta;Caja Envase Blíster Tableta Recubierta;100;EN08604;VITA PHARMA S.A.C.;VITA PHARMA SOCIEDAD ANONIMA CERRADA - VITA PHARMA S.A.C.;LEVOCETIRIZINA DICLORHIDRATO;ESPECIALIDAD FARMACEUTICA;ACT
61229;LEVOCETIRIZINA;5 mg;Comprimido Recubierto;Caja Envase Blister Comprimido Recubierto;100;EN01662;INRETAIL PHARMA S.A.;CIFARMA S.A.C. - LIMA - PERÚ;LEVOCETIRIZINA;ESPECIALIDAD FARMACEUTICA;ACT
